impoundment_code,impd,long,lat,ac,huc8
OTSL,Ottawa State Fishing Lake,-97.56930323,39.10993819,138,10260015
OVBK,Overbrook City Lake,-95.54896,38.7809,8,10290101
OVCL,Overbrook City Lake,-95.549023,38.78047,3,10290101
OVKP,Overbrook Kids Pond,-95.54898,38.77795,1,10290101
OPCM,Overland Park-Amesbury Lake,-94.73173,38.87167,3.65,10300101
OPCK,Overland Park-Kingston Lake,-94.6782,38.8497,8,10300101
OPCR,Overland Park-Regency Pk Lake,-94.66081,38.85989,3,10300101
OPCL,Overland Park-South Lake,-94.67365,38.97177,5,10300101
OPCS,Overland Park-Summercrest Lake,-94.671379,38.925697,1.35,10300101
OPCW,Overland Park-Wilderness Lake,-94.640837,38.837306,3,10300101
PORP,Paola City Lake RP,-94.843639,38.580987,1,10290102
POCL,Paola City Lake-Lake Miola,-94.84394267,38.59023907,200,10290102
POCP,Paola City Lake-Pond,-94.85167,38.58912,1,10290102
POMP,Paola-Lakemary Pond,-94.86244,38.5698,2,10290102
PRCA,Park City-Chisholm Pointe Lake,-97.307256,37.801651,3,11030013
PKCL,Parker City Lake,-94.99913,38.31814,7,10290102
PACA,Parsons City Lake,-95.34258296,37.41047299,980,11070205
PATC,Parsons-Tolen Creek Pond,-95.254322,37.363412,7,11070205
PACB,Parsons-West Pond,-95.28612,37.34619,1,11070205
PERR,Perry Reservoir,-95.45077182,39.17371521,12600,10270103
PESB,Perry Stilling Basin,-95.424547,39.11233,1,10270103
HURD,Perry WA-Hurst Pond,-95.45011,39.30848,0,10270103
JCKP,Perry WA-Jackson Pond,-95.488,39.35022,0,10270103
PERP,Perry Wildlife Area Ponds,-95.4909,39.38768,1,10270103
PSUR,Pittsburg State Univ-Research,-94.69831,37.39023,,11070207
PTCA,Pittsburg-Lakeside Park Lake,-94.71356,37.4027,4,11070207
PTCD,Pittsburg-Lakeside Park Lake,-94.71356,37.4027,1,11070207
PTCC,Pittsburg-Lincoln Park Ponds,-94.71628,37.41894,5,11070207
PTCB,Pittsburg-University Pond,-94.69852,37.39023,3,11070207
PTCE,Pittsburg-Wilderness Park,-94.71066,37.44965,3,11070207
PVPS,Plainville Lake,-99.33078,39.22908,0,10260009
PVSP,Plainville Lake,-99.32306422,39.22754577,144,10260009
PLCA,Pleasanton East Lake,-94.69311782,38.19351996,127,10290102
PLCB,Pleasanton West Lake,-94.72921639,38.17410315,32,10290102
PLCC,Pleasanton West Lake,-94.72447565,38.17322138,32,10290102
POMR,Pomona Reservoir,-95.59843608,38.67035183,4000,10290101
POMS,Pomona Stilling Basin,-95.562274,38.645756,1,10290101
POUP,Pomona-Ottawa U. Pond,-95.26334,38.60338,2,10290101
PTCL,Pottawatomie Co Lake,-96.09066916,39.41047811,49,10270102
PTCM,Pottawatomie County Lake,-96.09577,39.40864,0,10270102
PTSA,Pottawatomie State Fishing Lake #1,-96.40931158,39.47001878,24,10270102
PTSB,Pottawatomie State Fishing Lake #2,-96.52609353,39.23054422,75,10270205
PRBC,Pratt Backwater Channels,-98.69739,37.63427,4,11030015
NATS,Pratt Co-Natrona Creek,-98.6257,37.65695,,11030015
NINA,Pratt Co-S. Fork Ninnescah,-98.69324,37.63372,,11030015
NINS,Pratt Co-S. Fork Ninnescah,-98.69324,37.63372,,11030015
PRCL,Pratt County Lake,-98.6825948,37.63006658,51,11030015
PRFH,Pratt Fish Hatchery,-98.69481,37.63189,,11030015
PRCP,Pratt-Centennial Pond,-98.692844,37.633313,3,11030015
PRGR,Pratt-Green Pond,,,1,
PRKP,Pratt-Kid's Pond,-95.692796,37.632539,1,11070101
PRLL,Pratt-Lemon Park Lake,-98.730144,37.635595,3,11030015
PCCL,Prescott City Lake,-94.67842,38.06102,25,10290103
QNWR,Quivira NWR-Fishing Pond,-98.494091,38.074655,1,11030009
QBSA,Quivira Scout Lake,-96.18094,37.23335,475,11070106
COWA,Reno Co-Cow Creek,-97.57348,38.07419,,11030012
REPS,Republican River,-96.80212,39.06045,,10250017
COWB,Rice Co-Cow Creek,-98.12822,38.27868,,11030011
RICL,Richmond City Lake,-95.2235,38.39301,21,10290101
RSPP,Rock Springs 4-H Pond,-96.90126,38.86442,1,10260008
RFFA,Rocky Ford,-96.587154,39.238464,,10270205
ROSL,Rooks State Lake,-99.31849826,39.40035937,67,10260014
RHSP,Rose Hill-School Street Pond,-97.127238,37.553176,9,11030018
SBCL,Sabetha City Lake,-95.89947873,39.9074929,100,10240007
SBCA,Sabetha-Pony Creek Lake,-95.78064378,39.9432191,171,10240008
SACC,Salina-Founders Park,-97.60616,38.84147,1,10260010
SACB,Salina-Indian Rock Pond,-97.58874,38.83622,2,10260008
SACA,Salina-Lakewood Lake,-97.58795,38.84672,6,10260008
WASL,Saline Co-Lake Wassey,-97.591817,38.651237,13,10260008
SASL,Saline State Fishing Lake,-97.65515423,38.90228171,38,10260010
SHSP,Sandhills State Park Pond,-97.85514,38.114233,1,11030012
FISP,Sandsage Bison Range,-100.89173,37.95593,5,11030001
SBRW,Sandsage Bison Range,-100.89173,37.95593,5,11030001
SCSL,Scott State Fishing Lake,-100.92878,38.69007,115,10260004
SCSP,Scott State Park Pond,-100.92019,38.6678,2,10260004
SCCL,Scranton City Lake,-95.70179,38.76658,11,10290101
NORR,Sebelius Reservoir,-99.95372576,39.79705531,1500,10250015
NORA,Sebelius Reservoir Sand Pit,-99.98503,39.78898,0,10250015
NOSB,Sebelius Reservoir Stilling Basin,-99.92519,39.80082,2,10250015
SECA,Sedan New City Lake-South,-96.21045389,37.15339266,70,11070106
SECB,Sedan Old City Lake-North,-96.21709871,37.17324432,55,11070106
SGCD,Sedgwick Co-Camp Hyde,-97.63831,37.55659,2,11030016
SGCE,Sedgwick Co-Coliseum Clinic Pond,-97.31818,37.8385,1,11030013
SGCH,Sedgwick Co-Horseshoe Lake,-97.413707,37.721623,,11030013
SGCK,Sedgwick Co-Kid's Pond,-97.416693,37.722762,,11030013
SGCI,Sedgwick Co-Moss Lake,-97.415481,37.717474,,11030013
SGCF,Sedgwick Co-Slough Creek,-97.421282,37.720748,1,11030013
SGCJ,Sedgwick Co-Tom Scott Lake,-97.418324,37.714776,,11030013
SGCG,Sedgwick Co-Vic's Lake,-97.417929,37.721733,,11030013
WNDL,Sedgwick Co-Windmill Lake,-97.417929,37.721733,0,11030013
SGCB,Sedgwick Co-Zoo Park Lake,-97.41124,37.71157,80,11030013
SVCL,Severy City Lake,-96.17327087,37.62136937,10,11070102
SNCB,Shawnee Co-Shawnee Jr,-95.63581,38.99837,2,10270102
SNSL,Shawnee State Fishing Lake,-95.80462419,39.20536764,135,10270102
SNRP,Shawnee State Fishing Lake RP,-95.803848,39.199132,1,10270102
SNMS,Shawnee-Monticello Springs Park Lake,-94.845461,38.984516,1.5,10270104
SDSL,Sheridan State Fishing Lake,-100.2293465,39.36097727,67,10260013
SHCL,Sherman Co-Smoky Hill Garden,-101.75582,39.18723,15,10260002
SHPT,Sherman County Pits,-101.78397,39.19097,2,10260002
SHSL,Sherman State Fishing Lake,-101.78235,39.18682,210,10260002
SIMH,SIM - HI,,,0,
SIML,SIM - LO,,,0,
SCWA,Slate Creek Wildlife Area,-97.20381,37.17774,,11030013
S.DK,South Dakota,-100.37203,44.37886,,
SPLH,SPL - HI,,,0,
SPLL,SPL - LO,,,0,
SPRC,Spring Creek,-97.3473,38.01612,0,11030012
SPCL,Spring Hill City Lake,-94.84101226,38.7615101,38,10290102
SPWR,Spring Hill-Woodland Ridge Ponds,-94.808019,38.750719,2.5,10290102
SFWB,St Francis Sand Pit-North,-101.87207,39.74036,,10250003
SFWC,St Francis Sand Pit-South,-101.8627,39.7414,,10250003
SFWA,St Francis WA,-101.86701,39.74128,5,10250003
SFCL,St Francis-Keller Lake,-101.81042,39.77962,3,10250003
STCL,Sterling City Lake,-98.20272031,38.20367225,10,11030011
SYRP,Syracuse Sandpit,-101.759442,37.96214,20,11030001
SYSP,Syracuse-Sam's Pond,-101.759442,37.96214,50,11030001
TENN,Tennessee,-86.66633,35.75652,,
TSTJ,TEST #10,,,0,
TEXS,Texas,-99.70976,32.39143,,
TEXL,Texas Lake,-98.97971,37.64951,0,11030015
THCA,Thayer City Lake-New,-95.49659698,37.48187231,45,11070101
THCL,Thayer City Lake-Old,-95.48574422,37.48205892,30,11070101
TOCF,Topeka Zoo Ponds,-95.725529,39.057508,1.2,10270102
TOCG,Topeka-Auburndale Park Stream,-95.701698,39.068332,2,10270102
TOCC,Topeka-Central Park Lake,-95.69046,39.03923,3,10270102
TOCE,Topeka-Clarion Park Lake,-95.74737,38.99804,4,10270102
TFVL,Topeka-Freedom Valley Park Pond,-95.656237,39.037407,1.4,10270102
TOFL,Topeka-Freedom Valley Park Pond,-95.656237,39.037407,1,10270102
HBPP,Topeka-Horseshoe Bend Park Pond,-95.677749,38.99044,2,10270102
TOCB,Topeka-Karl's Lake,-95.74984,39.05666,1,10270102
TOCA,Topeka-Lake Hammond-YMCA,-95.50657,38.95524,15,10270104
TYMC,Topeka-Lake Hammond-YMCA,-95.50657,38.95524,0,10270104
TOLB,Topeka-Lauren's Way Pond,-95.768588,38.986195,2.5,10270102
TOCD,Topeka-West Lake,-95.73069,39.058,6,10270102
TORR,Toronto Reservoir,-95.93665541,37.76373313,2800,11070101
TRCL,Troy 4-H Lake,-95.1003,39.78841,5,10240005
TCRR,Tuttle Creek Reservoir,-96.65889693,39.33375182,15800,10270205
TCRP,Tuttle Creek River Pond,-96.57436828,39.25053494,10,10270205
TCSS,Tuttle Creek Seep Stream,-96.58283,39.25604,1,10270205
TCWL,Tuttle Creek Willow Lake,-96.57313,39.25123,10,10270205
ULCL,Ulysses City Lake,-101.33416,37.565006,17,11040003
UTSP,Uniontown School Pond,-94.9706,37.84986,2,10290104
UNKN,UNKNOWN,,,0,
FWSA,USFWS-Garrison ND,-101.41383,47.49147,,
FWSP,USFWS-Gavins Point SD,-97.47698,42.87207,,
FWSG,USFWS-Genoa WI,-91.21913,43.52574,,
FWSC,USFWS-Lacrosse WI,-91.25105,43.86742,,
FWSL,USFWS-Leadville CO,-106.39201,39.22535,,
FWSM,USFWS-Mammoth Springs AR,-91.52878,36.4974,,
FWSN,USFWS-Neosho MO,-94.36087,36.86503,,
FWST,USFWS-Tech Center MT,-110.97869,45.70778,,
UTAH,Utah,-111.71234,39.23065,,
VCAP,Valley Center-Arrowhead Park Lake,-97.3782957,37.8472368,5.4,11030012
VCML,Valley Center-McLaughlin Park Lake,-97.367277,37.841853,3,11030012
VIRG,Virgina,-78.99506,37.23743,,
TORW,Walnut Creek-Toronto Reservoir,-95.99319,37.78691,,11070101
WALC,Walnut Creek-Toronto Reservoir,-95.99319,37.78691,,11070101
WALS,Walnut River-El Dorado,-96.76962,37.93624,,11030017
WALA,Walnut River-Winfield Dam,-97.00759,37.22814,,11030018
WGCL,Wamego City Lake,-96.30116,39.20242,5,10270102
WARP,Washburn Rural Pond,-95.751664,38.963122,5,10270104
WASH,Washington,-121.76059,46.85206,,
WSSL,Washington State Fishing Lake,-97.11953685,39.92667002,65,10270207
WATL,Waterville City Lake,-96.74526,39.70896,0,10270207
WTCL,Waterville-Idlewild Lake,-96.74487,39.70837,7,10270207
WEBR,Webster Reservoir,-99.45475801,39.3930752,3500,10260013
WEBA,Webster WA Pond-North,-99.55315,39.38996,2,10260013
WEBB,Webster WA Pond-South,-99.55556,39.37732,1,10260013
WBSR,Webster-South Fork Solomon River,-99.516739,39.39414,,10260013
WESB,Webster-Stilling Basin,-99.42316,39.41438,5,10260014
WECA,Wellington City Lake,-97.52243974,37.21884989,675,11060005
WECB,Wellington-Hargis Creek Lake,-97.38694452,37.28276527,67,11030013
WWTS,Wet Wnt Wtrshp # Blcrss,-99.27684,38.54096,0,11030008
WICN,Wichita-Aberdeen Lake,-97.476547,37.723096,5,11030013
WICH,Wichita-Arkansas River,-97.34384,37.67113,1,11030013
WICP,Wichita-Blackbird Pond,-97.494737,37.757416,6,11030013
WICE,Wichita-Buffalo Park Lake,-97.4608,37.68834,10,11030013
WICB,Wichita-Chisholm Creek Park Ponds,-97.26939,37.7436,4,11030013
WICG,Wichita-Chisholm Island Pond,-97.26822,37.74095,5,11030013
WICJ,Wichita-Chisholm North Lake,-97.2661,37.74716,25,11030013
WNCL,Wichita-Chisholm North Lake,-97.2661,37.74716,0,11030013
WICR,Wichita-City Pond #3,,,3,0
WIRP,Wichita-City Rearing Facility,-97.26394,37.73919,1,11030013
WICF,Wichita-Cowskin Creek,-97.45894,37.66854,,11030013
WICD,Wichita-Dillon's Pond,-97.46573,37.69272,3,11030013
WICU,Wichita-Educational Stockings,-97.26394,37.73919,,11030013
WICO,Wichita-Emery Park Lake,-97.309773,37.616073,7,11030013
WICK,Wichita-Harrison Park Pond,-97.22148,37.66888,3,11030013
WICC,Wichita-K96 Cruiser Lake,-97.3136,37.73942,46,11030013
KDTE,Wichita-KDOT E. Borrow Pit,-97.32027,37.76571,10,11030013
KDTW,Wichita-KDOT W. Borrow Pit,-97.32522,37.76565,20,11030013
WICI,Wichita-Little Arkansas River,-97.34938,37.69162,1,11030010
WICM,Wichita-New South Lake,-97.3571,37.59624,,11030013
WICL,Wichita-South Lake,-97.35689,37.59554,17,11030013
WICQ,Wichita-Sunflower Pond,-97.496883,37.757339,3,11030013
WICA,Wichita-Watson Park Lake,-97.34089966,37.64341131,42,11030013
WTPN,Wichita-Watson Park North,-97.34099,37.64369,0,11030013
WTPS,Wichita-Watson Park South,-97.34096,37.64049,0,11030013
ZPJ3,WIFA-Atchison Co-Jones #3,-95.488637,39.650786,2.2,10270103
ZP1A,WIFA-Atchison Co-Schletzbaum,-95.228248,39.589554,10,10240011
ZPTA,WIFA-Atchison Co-Taliaferro #1,-95.432701,39.532464,11.5,10270104
ZPGP,WIFA-Barber Co-Graves,-98.629245,37.055177,27,11060003
ZPDI,WIFA-Brown Co-Dietrich,-95.631795,39.936474,11,10240008
ZPAF,WIFA-Brown Co-Finger,-95.717471,39.670058,20,10270103
ZPAH,WIFA-Brown Co-Heise,-95.652998,39.962917,9,10240008
ZPHK,WIFA-Brown Co-Herbster,-95.694943,39.989997,5,10240008
ZPHF,WIFA-Brown Co-Hooper,-95.423223,39.86133,7,10240008
ZPJJ,WIFA-Brown Co-Jamvold,,,23,
ZPJ1,WIFA-Brown Co-Jones #1,-95.48783,39.662141,1.55,10270103
ZPJ2,WIFA-Brown Co-Jones #2,-95.462709,39.655843,12,10270103
ZPL3,WIFA-Brown Co-Leitch,,,3.5,
ZPNB,WIFA-Brown Co-Nichols,,,7.25,
ZPWP,WIFA-Brown Co-Pine Ridge Wikle,-95.72957,39.90113,25,10240008
ZSH1,WIFA-Brown Co-Severson/Henning,,,8,
ZPSI,WIFA-Brown Co-Steele,,,14,
ZPBS,WIFA-Brown Co-Stover,-95.640726,39.911627,4,10240008
ZPSF,WIFA-Brown Co-Summit Farms,-95.67387,39.92624,15.75,10240008
ZPDY,WIFA-Butler Co-Doyle,-96.874837,37.510061,40,11030018
ZPM1,WIFA-Chase Co-Miller #1,-96.408026,38.351085,,11070203
ZPM2,WIFA-Chase Co-Miller #2,-96.591439,38.358254,,11070203
ZPM3,WIFA-Chase Co-Miller #3,-96.637398,38.298351,2.5,11070203
ZPCK,WIFA-Cherokee Co-Oplotnik,-94.828568,37.143929,6.7,11070207
ZPC1,WIFA-Cherokee Co-Oplotnik #2,-94.834215,37.134889,11.7,11070207
ZPCT,WIFA-Cloud Co-Tate Pond,-97.42299,39.45819,3,10250017
ZPAR,WIFA-Coffey Co-Arnold,,,4,
ZPNC,WIFA-Coffey Co-Niles,-95.793468,38.414346,54,10290101
ZPSU,WIFA-Coffey Co-Sauder,,,4,
ZPCR,WIFA-Crawford Co-Michaels #1,-94.982501,37.436647,38,11070205
ZPC2,WIFA-Crawford Co-Michaels #2,-94.97478,37.443051,2,11070205
ZPC3,WIFA-Crawford Co-Michaels #3,,,2,
ZPC4,WIFA-Crawford Co-Michaels #4,,,17,
ZPPR,WIFA-Decatur Co-Porter,,,,
ZPSL,WIFA-Decatur Co-Shirley,,,7,
ZPAB,WIFA-Dickinson Co-Abeldt,,,23,
ZPGE,WIFA-Dickinson Co-Gentz,-96.943136,38.727267,14,10260008
ZPC5,WIFA-Doniphan Co-Cummings,-94.918031,39.746109,17,10240011
ZPEP,WIFA-Doniphan Co-Euler,,,60.5,
ZP3J,WIFA-Doniphan Co-Jorgensen,,,2,
ZPW1,WIFA-Doniphan Co-Walnut Ridge Farm #1,,,2,
ZPW2,WIFA-Doniphan Co-Walnut Ridge Farm #2,,,1.2,
ZPHE,WIFA-Douglas Co-Heine,-95.419988,38.893074,0.5,10270104
ZPMP,WIFA-Douglas Co-Madl,-95.16261,38.741524,15,10290101
ZPNP,WIFA-Douglas Co-Niehoff,-95.284136,38.7406,14,10290101
ZPP3,WIFA-Elk Co-Markley,,,65,
ZPEK,WIFA-Elk Co-Meisch,-96.259721,37.45544,3,11070104
ZPP1,WIFA-Elk Co-Perkins #1,,,22,
ZPP2,WIFA-Elk Co-Perkins #2,,,9,
ZPDP,WIFA-Ellis Co-Dinges,,,1,
ZPHX,WIFA-Graham Co-Hendrickson Pond,-99.7744275,39.29395598,,10260013
TRXL,WIFA-Graham Co-Trexler Pond,-99.85007,39.42449,0,10260013
ZPTX,WIFA-Graham Co-Trexler Pond,-99.85007,39.42449,43,10260013
ZPWC,WIFA-Harper Co Wildcat Creek,-97.97459,37.07496,112,11060005
ZPJB,WIFA-Jackson Co-Bowser,,,9,
ZP1B,WIFA-Jackson Co-Burrell,,,7,
ZPCG,WIFA-Jackson Co-Glenn,,,3.5,
ZPKP,WIFA-Jackson Co-Kramer,,,26,
ZPMC,WIFA-Jackson Co-McLaughlin,,,4,
ZPN1,WIFA-Jackson Co-Niehues,,,3.5,
ZPRC,WIFA-Jackson Co-Rinkes Cattle Company,-95.702253,39.486012,2,10270103
ZPTJ,WIFA-Jackson Co-Taliaferro #2,-95.623971,39.45294,6.3,10270103
ZPVB,WIFA-Jefferson Co-Barrow,-95.43936,39.343817,80,10270103
ZP2B,WIFA-Jefferson Co-Burrell,,,5,
ZPDS,WIFA-Jefferson Co-Dillon,-95.559371,39.407678,2.5,10270103
ZPJN,WIFA-Jefferson Co-Noll,,,7.1,
ZPJT,WIFA-Jewell Co-David Thronson,-98.23587,39.85587,3,10250016
ZPL2,WIFA-Leavenworth Co-Cleavinger,-95.089843,39.212791,5.7,10270104
ZPL1,WIFA-Leavenworth Co-Crute,-95.100886,39.208632,1,10270104
ZPFT,WIFA-Leavenworth Co-Fight,,,2.3,
ZPLH,WIFA-Leavenworth Co-Hundley,,,1,
ZPHG,WIFA-Lincoln Co-Greiner,,,30,
ZP1J,WIFA-Lincoln Co-Jorgensen #1,-98.253666,39.130379,17,10260010
ZP2J,WIFA-Lincoln Co-Jorgensen #2,,,4,
ZPLJ,WIFA-Lincoln Co-Jorgensen #3,,,15,
ZPLG,WIFA-Lincoln Co-Lang,-98.238993,39.215814,12,10260015
ZP03,WIFA-Lincoln Co-Oetting # 3,,,8,
ZP01,WIFA-Lincoln Co-Oetting #1,,,17,
ZPO1,WIFA-Lincoln Co-Oetting #1,,,17,
ZP02,WIFA-Lincoln Co-Oetting #2,,,8,
ZPO2,WIFA-Lincoln Co-Oetting #2,,,8,
ZPSS,WIFA-Lincoln Co-Schneider,-98.421233,39.188668,30,10260010
ZPSJ,WIFA-Lincoln Co-Staub/Jorgensen,,,17,
ZPWS,WIFA-Lincoln Co-Wacker/Sulser,,,15,
ZPIB,WIFA-Marshall Co-Bartels,,,2,
ZPMB,WIFA-Marshall Co-Broxterman,-96.288409,39.641266,22,10270205
ZPMS,WIFA-Marshall Co-Studer,-96.418008,39.814748,3,10270205
ZPMW,WIFA-Marshall Co-Wullschleger,-96.476854,39.758194,10,10270205
ZPHB,WIFA-Mitchell Co-Hobbs,,,23,
ZPH2,WIFA-Mitchell Co-Jordan #2,,,23,
ZPH1,WIFA-Mitchell Co-Jordon #1,,,33,
ZPCB,WIFA-Mitchell Co-Larocque Pond,-98.03861,39.28915,55,10260015
ZPLA,WIFA-Mitchell Co-Larocque Pond,-98.0967,39.30363,14,10260015
ZPSC,WIFA-Mitchell Co-Larocque Pond,-98.25867,39.32444,22,10260015
ZPML,WIFA-Mitchell Co-Mehl,,,20,
ZPFN,WIFA-Montgomery Co-First Nazarene Church,-95.713851,37.187855,4,11070103
ZPIC,WIFA-Montgomery Co-Independence CC,-95.719471,37.195677,1,11070103
ZPAS,WIFA-Nemaha Co- Ben Aberle,-95.80512,39.85707,4.5,10270103
ZPCF,WIFA-Nemaha Co-Caffrey,,,26,
ZPNH,WIFA-Nemaha Co-Haug,,,26,
ZPKB,WIFA-Nemaha Co-Kaeb,-95.837256,39.874538,11,10270103
ZPNI,WIFA-Nemaha Co-Niehves,,,25,
ZPSD,WIFA-Nemaha Co-Studer,,,2,
ZPRT,WIFA-Nemaha Co-Tanking,-96.232502,39.746781,6,10270205
ZPKD,WIFA-Ness Co-Davison,,,3,
ZPWA,WIFA-Ness Co-Walker,,,10,
ZPLW,WIFA-Ness Co-Weeks,,,3,
ZPE1,WIFA-Osage Co-Elgin #1,-95.930057,38.798983,3.75,10290101
ZPE2,WIFA-Osage Co-Elgin #2,-95.906563,38.810573,1,10290101
ZPLC,WIFA-Osborne Co-Cornwell,,,20,
ZPOT,WIFA-Osborne Co-Thompson,,,20,
ZPOW,WIFA-Osborne Co-Wallace #1,-98.5249,39.22944,7,10260010
ZPWO,WIFA-Osborne Co-Wallace #2,-98.52478,39.23628,3,10260010
ZPO3,WIFA-Osborne Co-Wallace #3,-98.525246,39.231112,3,10260010
ZPF5,WIFA-Ottawa Co-Freeman,,,7,
ZPWD,WIFA-Ottawa Co-Windhorst,-97.53885,39.15076,7,10260015
ZPBU,WIFA-Pawnee Co-Buster,-99.080288,38.166004,40,11030004
ZPBG,WIFA-Pottawatomie Co-Berges,-96.248212,39.478392,12,10270102
ZPBR,WIFA-Pottawatomie Co-Bernritter,-96.073729,39.439186,7,10270102
ZPHP,WIFA-Pottawatomie Co-Henneberg,-96.264767,39.479459,4,10270102
ZPRP,WIFA-Pottawatomie Co-Reilly,-96.357338,39.421607,3,10270102
ZPRR,WIFA-Rawlins Co-Rippe,-100.853955,39.880817,1,10250014
ZPRB,WIFA-Republic Co-Beam,-97.45938,39.86645,5,10270207
ZPRJ,WIFA-Republic Co-Joy,,,3,
ZPR1,WIFA-Republic Co-Popelka,,,2,
ZPR2,WIFA-Republic Co-Standley,,,6,
ZPTP,WIFA-Republic Co-Thompson,,,10,
ZPBJ,WIFA-Riley Co-Johnson,,,1.5,
ZPKK,WIFA-Riley Co-Kunze #1,-96.880536,39.486856,1.5,10270205
ZPKU,WIFA-Riley Co-Kunze #2,-96.702116,39.324437,4,10270205
ZPOP,WIFA-Riley Co-Overlay Properties,-96.56937,39.21249,6,10270205
ZPBK,WIFA-Rooks Co-Becker,,,12,
ZPMF,WIFA-Rush Co-Fritzler,,,10,
ZPGB,WIFA-Russell Co-Beran,-98.770778,38.948616,4,10260009
ZPTR,WIFA-Russell Co-Truan,-99.023882,38.760403,6,10260006
ZPSR,WIFA-Saline Co-Redden,-97.480645,38.64463,10,10260008
ZPZ1,WIFA-Shawnee Co.-Atwood #1,-95.894343,38.918594,10,10270104
ZPAT,WIFA-Shawnee Co-Atwood,-95.921237,38.91002,7,10270104
ZPZ2,WIFA-Shawnee Co-Atwood #2,,,0.5,
ZP3B,WIFA-Shawnee Co-Burrell,-95.676008,39.212496,10,10270102
ZP1N,WIFA-Shawnee Co-N Atwood #1,-95.886934,38.904617,0.6,10270104
ZP2N,WIFA-Shawnee Co-N Atwood #2,-95.889009,38.894146,0.17,10270104
ZP3N,WIFA-Shawnee Co-N Atwood #3,,,0.25,
ZP4N,WIFA-Shawnee Co-N Atwood #4,,,0.15,
ZPT1,WIFA-Shawnee Co-Thoms #1,-95.574486,39.005558,15,10270102
ZPT2,WIFA-Shawnee Co-Thoms #2,,,5,
ZPT3,WIFA-Shawnee Co-Thoms #3,,,1,
ZPCS,WIFA-Smith Co-Cornwell,-98.737517,39.624455,3.5,10260012
ZPDZ,WIFA-Smith Co-Dietz,,,4,
ZPF1,WIFA-Smith Co-Ferguson #1,-98.873122,39.979148,10.2,10260012
ZPF2,WIFA-Smith Co-Ferguson #2,-99.044133,39.914938,3,10260012
ZPF3,WIFA-Smith Co-Ferguson #3,-99.056151,39.952358,4.7,10260012
ZPF4,WIFA-Smith Co-Ferguson #4,-99.044618,39.947286,10,10260012
ZPRS,WIFA-Smith Co-Red Sky,,,30,
ZPSM,WIFA-Smith Co-Seemann,,,8,
ZPWL,WIFA-Thomas Co-Wilson,-101.014192,39.407519,2.2,10250015
ZPCO,WIFA-Trego Co-Connor,-99.931681,39.069135,8.3,10260009
ZPCE,WIFA-Washington Co-Cerny,-97.280328,39.984968,6,10270207
ZPED,WIFA-Washington Co-Duensing,,,1,
ZPWE,WIFA-Washington Co-Else,,,60,
ZPWN,WIFA-Wilson Co-Newton,-95.622925,37.526149,17,11070101
ZPA1,WIFA-Woodson Co-Arnold #1,,,2.5,
ZPA2,WIFA-Woodson Co-Arnold #2,,,6.5,
ZPA3,WIFA-Woodson Co-Arnold #3,,,7.5,
WCRL,Wildcat Recreation Lake,,,0,
WWWW,Williamsburg Sportsman's  Lake,-95.466794,38.478684,0,10290101
WILR,Wilson Reservoir,-98.55956357,38.94067206,9040,10260009
WLSL,Wilson State Fishing Lake,-95.67293702,37.69791777,110,11070101
WMCL,Windom City Lake,-97.91078,38.38145,1,11030012
WFCA,Winfield City Lake,-96.87309791,37.35446565,1200,11030018
WFCB,Winfield-Island Park Lake,-96.99855,37.24793,7,11030018
WISC,Wisconsin,-88.06222,44.50123,,
WLFC,Wolf Creek Reservoir,-95.69260581,38.22728352,5100,11070204
WOSL,Woodson State Fishing Lake,-95.84503869,37.79717387,180,11070101
WORP,Woodson State Fishing Lake RP,-95.842322,37.786666,,11070101
WOCP,Woodson WA Ponds,-95.85186,37.81064,1,11070101
KCBE,Wyandotte Co-Big 11,-94.63695,39.11814,3,10270104
WYCC,Wyandotte Co-Bonner Pond,-94.870502,39.110488,5,10270104
WYCA,Wyandotte Co-Pierson Park Lake,-94.71191,39.06757,12,10270104
WYCB,Wyandotte County Lake,-94.78187694,39.16358794,390,10240011
WYRP,Wyandotte County Lake RP,-94.789737,39.165654,1,10240011
WYOM,Wyoming,-107.94135,43.04714,,
YCCL,Yates Center City Lake-New,-95.80096933,37.83968433,205,11070101
YCKP,Yates Center Kids Pond,-95.79406,37.83606,,11070101
YCRP,Yates Center RP,-95.80281,37.83153,1,11070101
YCCA,Yates Center-South Owl Lake,-95.75164559,37.86634419,150,11070204
Arizon,,,,,
